,clean_tweet_final,label
621,you might be a libtard if...,1
28465,"and are a spectrum. if you voted for , you are on it.",1
17763,along with make me go through hell d!da|,1
7846,"aptly named... we have whitesboro in ny with its ndn killing town seal, and whiteland with its mascot",1
12716,the end of,1
11884,nothing would be more dangerous than to give the impression we accept,1
15206,the term jihad is a highly-contested concept. a|,1
14305,i'm blessedt,1
17174,are you &amp; feel like the are stomping a| you? listen,1
17156,when i asked the sales assistants if they heard they quickly copped out...hmm i wouldn't be surprised they said!!,1
3354,"if you are one of the 64.2 mil who rejected , &amp; fly your flag half mast on jan.a|",1
25156,12/31.3 pres t? you're emperor sans clothes to stop,1
12365,why are white people when the rest of us are,1
15325,i do not advocate a kumbaya world. like should motivate us to a single purpose: intellectual competitiveness,1
12792,"ain't hip, trendy. it scalds, it aches, it is chronic, &amp; chokes like smog. ever present but no sees it. it is aa|",1
20136,so i guess that white women aren't to blame? how does that work again??,1
30796,is this the real htta|,1
11852,"no, we're not",1
16733,man kills stepmom for celebrating win,1
16268,'@user the amendment discussed here thanks ',1
17918,the latest the zurich times!,1
7640,"like all religions, islam can be a strong unifying force.",1
8226,vandalised in in condemns act,1
17083,good morning! bud and breakfast? marijuana unleashed at ibooks.,1
9768,i really should have gotten more credit for this one.,1
16082,then what is it?,1
6332,"please don't forget to use the word ! that is what ""binds"" these men. we can never ignore or excuse thata|",1
569,why is ignored,1
7304,body cam reveals black students threatening white frat boys...,1
13788,"so, what are you saying, blacks = criminals?",1
6015,movie-mad indians challenged to rewrite sexist bollywood songs a|a|,1
6599,what makes me please let me know!!,1
15512,"racism won't cease. white priviledge must be beast. god, help us through this.",1
3296,lessons to be learned why do we...hate? don't shoot d messenger...just press aaaplay aa...,1
12230,what2inlieuof stop w/#hate. look inside you are,1
1116,no 'racist intent'? is this guy joking? via,1
23251,abota one of the roots of is aus is garbage can of prisoners of uk,1
232,"if you hold open a door for a woman because she's a woman and not because it's a nice thing to do, that's . don't even try to deny it",1
3428,was of my late daddy and my teacher. eu easteuropeans are,1
12254,"everything wrong with is embodied by : , and a hostility to",1
21670,why does this get so low key of a play when trump's foolish request to change judges got wall to wall coverage?,1
17269,please retweet video that sparks outrage: white officer arrested black mother after littering argument,1
8233,kinda digged the white chick tho thought she was gonna win but guess,1
13846,$2.99! the summer that melted everything: a novel by tiffany mcdaniel via,1
22851,vandalised in in condemns act,1
21615,if you are going to call me a then have the balls to put your own hashtag onto it.,1
5067,from about,1
20138,ouch woow!,1
12676,"no, jissus man, why do pple wait for the festive period to upset others. rightfully, we all should be outrage whenea|",1
29398,yeah man fuck feminism,1
17323,racism at home and anti- advice for others: we're good at both.,1
579,"yes lets do this,suppoing a openly ,#prowar advocates more of same,#hypocrite",1
18918,reject news,1
8399,muslims arenat the only ones being displaced by uncle sam a| a|,1
25589,plz sign,1
18315,you might be a libtard if...,1
7415,muslims toured by officials dC/ .@user and her rula|,1
27121,um why a girl and not a boy? or maybe just gender neutral teenager.,1
18366,one powerful picture. it takes great humanity and kindness to save the life of someone who hates your existencea|,1
3017,A - self defense for women course,1
3787,"""for too many years any criticism of or its effects on society have been shut down bya|",1
24007,scapelliti: progresverebel: ha! good riddance!,1
5439,.@user tragic 4 white americans that prompts so many 2 vote 4 candidates who will slash their owa|,1
27333,damning video: racist hillary says ' i will only talk to white people',1
3882,i have to say i love me some even if is against,1
2608,a|and even was afraid... of &amp; groups that threaten public safety &amp; propey,1
9119,the media distos the threat of islamic extremism. a|,1
2904,girl get fuck leg fucking,1
5047,her not working with trump should be a good thing,1
18412,"it's time to end now. ""days of our lives (live)"" shyan selah",1
5128,"i think his the worst in everything, his hatred towards our country was too much",1
14741,trump frnds and now this,1
4879,researchers: most effective way to fight requires white people calling out white -s,1
2657,"it does not help when a person comments ""i don't like obama, but you're out of line!"" like duh mf, you knew you were voting same as",1
21624,appeal after horrific attack in,1
10348,i feel triggered by your statement. me &amp; my strawberry blonde locks are going to our safe space.,1
15742,over-excited man is attacked by cat while opening present that cat repping trump yo!,1
2155,you might be a libtard if...,1
24315,"- i bet if the hc was white, he would have been fired years ago!",1
30931,3.42 nooltham 2,1
30281,a! a&amp;e changes title of kkk documentary amid criticism,1
7085,happy new year white people elected a president who treats women like crap and a biher disrespectful kkk suppoed white devil.,1
19224,quotes about women kingfisher girls xxx,1
25273,please reconsider. to me you stand for the glitter of new york. after jan. 20 for,1
6620,against community in,1
14286,now ask yourself if you really want to follow i'm done.,1
20294,the pros and cons of marrying an irishman omg! a sexist aicle on men &amp; can only add to ongoing,1
10627,my is to not shop at as long as they suppo brands.,1
1751,"no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are a traa|",1
15884,i know who my real niggers are. all fake niggers &amp; uppity niggers get deleted. life's too sho for bs a|,1
25272,watch one u.s. fearlessly take on violent angry mob of pro-palestine protesters ...,1
21283,this guy is a lunatic. an angry....ignorant....and vicious man!,1
22635,needs to exit the political and journalism world. exit stage left.,1
22511,hmmm...sounds familiar. hasn't held a news coa|,1
31864,we should not conflate islamic extremism with terrorism,1
30530,homicides rose in most big cities this year - the wall street journal,1
26808,"thank you d santa d , for the best christmas present ever",1
30921,"prince charles offers a ""danger will robinson!"" he ain't wrong.",1
31772,"destroyed many lives,but mad &amp; bad policies have destroyed more.",1
18858,i thought she had 72 assistants.,1
13476,white girl has sex with black guy nude newzeeland porns,1
3656,if itz not to malign a black woman abt raising her son instead of arresting the white man who choked him,1
24918,sea shepherd suppoers are racist!,1
19541,if you think about it you are the one d$?PSd we love,1
20640,tyler perry says backlash over his tlc show is 'reverse racism',1
16855,"""racism in muslim societies"" by dr. eren tasar of",1
24608,"i gotta hand it to you, keeping it pretty darn cool in the face of such blatant .a|",1
11245,says dumb people think they can smell ! lol,1
19492,you might be a libtard if...,1
20983,&amp; in 'revolution against racism: humanity',1
2695,"a tale of , &amp; for",1
16293,#NAME?,1
7113,i can't believe you keep a like as your spokesperson. what a loser company you are.,1
18199,board seeks to oust member for jabs at,1
28508,islamophobia only serves to empower the extremists. a|,1
31536,the fuck done with and other bullshit.,1
1717,you might be a libtard if...,1
18555,ohhhh. so people really do think that because you are in an relationship &amp;/or have you opt out of ?d(r),1
10568,techjunkiejh:'alt-right' site plans a 'fake black person' twitter campaign a|,1
21350,preach,1
16049,1. lmfao. no. non-white people can be and but is a 'system of oppressia|,1
13818,fear is the root of racism. mostly fear of your ego having to acknowledge another human being is no worse or bettera|,1
27900,you might be a libtard if...,1
27274,is a coward! who suggests that only white people in can be s.,1
9476,in ufc pay: amanda nunes (@user who was &amp; still is the champ whopped ronda rousey but less of a payday - $3 mil to $100k,1
19677,"a it's vital to address porn's influence when discussing , sexual abuse, and demeaning language about women. hta|",1
22216,not every trump suppoer is a racist but every racist is a trump suppoer. this an irrefutable truism. must never be tolerated.,1
